n1,n2,predicado
http://www.co-ode.org/ontologies/pizza/pizza.owl#FruttiDiMare,2f23e9a3-b785-468f-a20d-ee69f88681e1,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FruttiDiMare,a9875f1b-803b-473c-813a-cd66d7ac6635,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#GorgonzolaTopping,09ec0c9e-b465-4320-baad-506f45601a55,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#GorgonzolaTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo,69f2342e-ea2a-4d60-839f-431e1806d4d1,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo,7870afe7-daa8-4dc1-9621-043b2ca774fe,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo,8e956330-d09e-4c51-8710-fcf86235a4be,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo,d637b730-e785-4a4a-8dca-80d74b222a04,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo,e69f42fd-04fd-493a-9f08-f49908bca595,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo,abb3465f-a92c-476c-9d6a-9af6c1667d94,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi,bda16b8a-66cd-4868-9a08-2e3067f6acb2,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi,a52890db-3408-422f-bd51-1f427b61d563,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi,c00774cd-3442-4209-9b05-e3c89be30505,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#RocketTopping,e16e3378-e828-4e1d-98cc-ba8c536f8f2e,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#RocketTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#HerbSpiceTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,6622e73d-b110-418f-840b-e0e6390fcc47,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,df812411-63ee-4158-8618-2fca2a44f46e,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,f4bf8d2e-5178-4e8b-a3d2-7368cda6fb0e,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,344b1832-e627-474c-abc7-916baedb1902,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,70ff8f6a-06a8-4cb7-852a-4fc7191ed4ac,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,199df54d-d47e-4491-be05-a04f55e63cc3,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,910c0622-c5cd-4bd0-99e2-8ae66317e02f,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons,c7889d32-27f7-475b-9a28-6ef6c5c4f8cc,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#NutTopping,dd9e6033-f576-4968-8423-4cbbc4f4ed76,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#NutTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#MozzarellaTopping,9f9c5f03-facd-42fa-bdb5-68c4b139dd07,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#MozzarellaTopping,8121f60c-18b9-45f6-b613-c0084c5b5d33,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#MozzarellaTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#DeepPanBase,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaBase,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Food,http://www.co-ode.org/ontologies/pizza/pizza.owl#DomainConcept,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#CaperTopping,492fbeb8-9a6a-439b-90fb-1c5e4abd24a7,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#CaperTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#OnionTopping,0b606dad-452e-4c97-b263-520dac2fa45c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#OnionTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,020c1349-ac3b-450e-9444-7c27c3d16758,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseyVegetableTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseyVegetableTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense,d256b192-03c1-42d3-a79d-cafd5f899cd8,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense,2df38bd5-9bdd-41ae-8168-4fe46eb5dbc4,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense,de084483-91bc-4229-a6ac-a27e3702dd81,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense,3c4abba2-db6b-4945-b194-09fca148b328,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense,95e0955e-9054-4253-9907-d40713711336,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense,f771ce3a-3612-458e-a6f2-86f1cc15389c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#GoatsCheeseTopping,c70f4228-8a90-48b0-aeac-64be0f2ff47e,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#GoatsCheeseTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ChickenTopping,35d1c1fd-a1f4-40dd-86f2-8bb77dfedbeb,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ChickenTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#MeatTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,5cadf4f0-91fd-4fe4-9f0d-fc13219a29ba,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#HotGreenPepperTopping,178a25e5-a2cc-4558-bb9b-7998033bb0b7,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#HotGreenPepperTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#GreenPepperTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#FruitTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana,d03e3de4-2a8c-4c91-9862-64688d80021e,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana,de55f813-c19e-4f0c-b837-06eb976ff24a,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana,1de1b409-166b-4491-8e57-d29d667ce9fb,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana,d9bd89a1-4c08-4e68-b409-32ccd2782caf,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana,334ee91e-410e-4d6a-9fb3-28f367959512,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana,926c317b-37a6-4d43-9a6b-afe3f10e0fa2,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana,5d4939f8-7140-4964-9274-b4971e9be046,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaBase,http://www.co-ode.org/ontologies/pizza/pizza.owl#Food,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,24124005-9656-41d6-b2f8-44f41c5a3e25,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,9bbd820b-bb18-4a8c-8e2a-2cfcf94d8be4,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,515c671c-8386-4869-9f3f-d3f8801909da,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,4d4b81f1-a5b7-40fc-a11b-52c7dbf16137,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,bcc02586-b0b0-49fa-8727-21a5010f3650,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,c4b6e094-8699-49d3-8fc8-417c526115fd,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,9cf200c1-1bc0-4fcf-ab95-5c7fbd3460ba,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,67c2fc37-338a-4ce0-a17a-5cf948e0eefb,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Capricciosa,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#OliveTopping,aa29bb17-106d-4449-ad99-1448aa52f892,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#OliveTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Rosa,46dfe005-7373-45de-bc12-8f330c8da146,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Rosa,e9785e2b-3925-4138-b578-9d6dfc0c7c7c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Rosa,6d1597ef-31aa-46d9-b466-c68302c101a3,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Rosa,c9f53e36-54df-4279-859d-2837db271213,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Rosa,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SauceTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SloppyGiuseppe,da0c50c7-175f-48dd-a9f4-01c091a7b271,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SloppyGiuseppe,202ff1f2-2086-4a22-a0d0-5fe0e9c8b7e2,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SloppyGiuseppe,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SloppyGiuseppe,c4f1af45-f713-47b9-a917-9fe1e012e290,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SloppyGiuseppe,c1c8f0e1-9134-48ed-9aab-2292584d3ec0,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SloppyGiuseppe,b9d40df8-d698-4798-a29a-8cd66ee4cc30,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SloppyGiuseppe,e2a6990c-688e-48d8-ab3d-9c07dd43c8d8,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#LaReine,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#LaReine,2b82d75f-ecd4-449a-9b85-29085a157b36,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#LaReine,c8485103-44ab-41ca-81e8-d7c566ef4df5,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#LaReine,23b8542a-497d-4b5e-a901-32467e065e7f,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#LaReine,fff8a8d0-a15d-46e0-997c-e2cb044105d5,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#LaReine,b271a10d-1dae-4b89-8a95-07c38ef463e9,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#LaReine,e9f5b1e7-3fef-46b0-be13-b73663e05288,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Medium,http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#HotSpicedBeefTopping,1920865a-2295-472c-9d4b-9d5608e407e4,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#HotSpicedBeefTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#MeatTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho,fbfee4f0-8214-4713-919a-46b2b0bf1ef1,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho,eac9c363-ef8e-4956-8106-62ab97f8eb5a,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho,5d4e3b56-dad1-4894-93c7-4fda313cbeb4,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho,a23b708d-a33c-4a43-9a10-9dffd22a0dde,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho,9d9aca38-17e4-470e-9c28-370753fdb707,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho,70774f66-adab-49ca-aa87-0639e50d3906,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho,9725008e-68ec-4a2a-8a21-61f71716425d,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Pizza,b19caa4e-a81b-429b-86d6-caf1d2a1d152,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Pizza,http://www.co-ode.org/ontologies/pizza/pizza.owl#Food,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#American,df8f03f5-96b7-4005-9e04-ac5605f3328a,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#American,3feaee7f-bbe0-4130-9dc3-7c2e98666d63,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#American,419d2f3e-5fc6-453f-be39-506747ffd8db,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#American,2afec531-bc36-442c-8424-8d5648f6c25d,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#American,59859763-c259-4420-8dd4-da6b4f8f4c80,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#American,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#IceCream,a6b4d923-90e0-4868-97b9-af73965d8873,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#IceCream,http://www.co-ode.org/ontologies/pizza/pizza.owl#Food,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ParmaHamTopping,e6523be8-fa22-4cdd-ac7c-98c7f5308707,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ParmaHamTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#HamTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Mushroom,aace563c-2594-4994-80fc-8799109b1bfc,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Mushroom,89d228f5-a2ea-4b47-8a2e-0b958b3b9096,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Mushroom,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Mushroom,2a7310a5-99f5-489e-956d-da2897a85e2c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Mushroom,34769afd-106e-49e3-a214-e3cf2671027c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ArtichokeTopping,a34317e4-5a59-4751-804e-bac46915210e,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ArtichokeTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,2e2805b6-96cb-48bb-b05d-61f45e6cfef6,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,0be626b6-f515-4984-8ac5-c5d0a761d31c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,89fab2fd-4826-49c3-9052-e172a473b9a0,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,efa0a6f3-132b-43b3-bc6d-50dec5d9b037,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,4a210d1b-e477-4a59-a5e8-61d4144b6c8e,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,11c2600c-b845-4e18-a131-0277a88e83e1,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,e9675aaf-dff2-44a9-af1a-5fed6613c1a8,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra,04bc468f-3668-4a73-9be3-1a18224267d2,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#AsparagusTopping,6d808a55-7167-42e1-a8c2-503dbe9d252f,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#AsparagusTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,http://www.co-ode.org/ontologies/pizza/pizza.owl#Pizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,bcff8fab-0cf2-42c7-836f-73be426415db,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,9e701978-9ed8-424b-945f-0559a0a0f464,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,33a51ac2-4ba2-43ba-85e8-3e18d57eb318,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,1ed02657-15e0-46b4-8557-de6df7e72dce,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,296885d5-02cb-4a60-ac5d-f068bdaa2606,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,2f22fd5c-7f7e-4d6a-958b-1a8a34d362c7,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Cajun,3bd720fe-0b01-4e08-8fd8-84409573e3ee,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#MeatTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ThinAndCrispyBase,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaBase,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PineKernels,http://www.co-ode.org/ontologies/pizza/pizza.owl#NutTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness,http://www.co-ode.org/ontologies/pizza/pizza.owl#ValuePartition,@rdfs:subClassOf
